22	6829	0	1
6829	22	1	1
22	11106	2	1
11106	22	3	1
22	13328	2	1
13328	22	3	1
22	12528	2	1
12528	22	3	1
22	19902	4	1
19902	22	5	1
22	13778	4	1
13778	22	5	1
22	16591	4	1
16591	22	5	1
22	20482	4	1
20482	22	5	1
22	14557	4	1
14557	22	5	1
23	6713	0	1
6713	23	1	1
23	7408	2	1
7408	23	3	1
23	7352	2	1
7352	23	3	1
23	9780	2	1
9780	23	3	1
23	21321	4	1
21321	23	5	1
23	15284	4	1
15284	23	5	1
23	16589	4	1
16589	23	5	1
23	17650	4	1
17650	23	5	1
23	15741	4	1
15741	23	5	1
24	5281	0	1
5281	24	1	1
24	8390	2	1
8390	24	3	1
24	9149	2	1
9149	24	3	1
24	10670	2	1
10670	24	3	1
24	19119	4	1
19119	24	5	1
24	20205	4	1
20205	24	5	1
24	16305	4	1
16305	24	5	1
24	18902	4	1
18902	24	5	1
24	13748	4	1
13748	24	5	1
25	6713	0	1
6713	25	1	1
25	11571	2	1
11571	25	3	1
25	12970	2	1
12970	25	3	1
25	9155	2	1
9155	25	3	1
25	18583	4	1
18583	25	5	1
25	17490	4	1
17490	25	5	1
25	20930	4	1
20930	25	5	1
25	15411	4	1
15411	25	5	1
25	20617	4	1
20617	25	5	1
26	5851	0	1
5851	26	1	1
26	10797	2	1
10797	26	3	1
26	10457	2	1
10457	26	3	1
26	9414	2	1
9414	26	3	1
26	15983	4	1
15983	26	5	1
26	14082	4	1
14082	26	5	1
26	15636	4	1
15636	26	5	1
26	18237	4	1
18237	26	5	1
26	17336	4	1
17336	26	5	1
27	5063	0	1
5063	27	1	1
27	12245	2	1
12245	27	3	1
27	12518	2	1
12518	27	3	1
27	8327	2	1
8327	27	3	1
27	18466	4	1
18466	27	5	1
27	20908	4	1
20908	27	5	1
27	20217	4	1
20217	27	5	1
27	21102	4	1
21102	27	5	1
27	13689	4	1
13689	27	5	1
28	6696	0	1
6696	28	1	1
28	10828	2	1
10828	28	3	1
28	7490	2	1
7490	28	3	1
28	12862	2	1
12862	28	3	1
28	16040	4	1
16040	28	5	1
28	19995	4	1
19995	28	5	1
28	15298	4	1
15298	28	5	1
28	19845	4	1
19845	28	5	1
28	15636	4	1
15636	28	5	1
29	5327	0	1
5327	29	1	1
29	8108	2	1
8108	29	3	1
29	10346	2	1
10346	29	3	1
29	11754	2	1
11754	29	3	1
29	14541	4	1
14541	29	5	1
29	19398	4	1
19398	29	5	1
29	14482	4	1
14482	29	5	1
29	20220	4	1
20220	29	5	1
29	14415	4	1
14415	29	5	1
30	6949	0	1
6949	30	1	1
30	7453	2	1
7453	30	3	1
30	9540	2	1
9540	30	3	1
30	12340	2	1
12340	30	3	1
30	16602	4	1
16602	30	5	1
30	14106	4	1
14106	30	5	1
30	17633	4	1
17633	30	5	1
30	21284	4	1
21284	30	5	1
30	16152	4	1
16152	30	5	1
31	6952	0	1
6952	31	1	1
31	9669	2	1
9669	31	3	1
31	9762	2	1
9762	31	3	1
31	10648	2	1
10648	31	3	1
31	19171	4	1
19171	31	5	1
31	15509	4	1
15509	31	5	1
31	18277	4	1
18277	31	5	1
31	18161	4	1
18161	31	5	1
31	15511	4	1
15511	31	5	1
32	6994	0	1
6994	32	1	1
32	12245	2	1
12245	32	3	1
32	10239	2	1
10239	32	3	1
32	8866	2	1
8866	32	3	1
32	14690	4	1
14690	32	5	1
32	15196	4	1
15196	32	5	1
32	20519	4	1
20519	32	5	1
32	17511	4	1
17511	32	5	1
32	15565	4	1
15565	32	5	1
33	7147	0	1
7147	33	1	1
33	10228	2	1
10228	33	3	1
33	7440	2	1
7440	33	3	1
33	7695	2	1
7695	33	3	1
33	21361	4	1
21361	33	5	1
33	19895	4	1
19895	33	5	1
33	19225	4	1
19225	33	5	1
33	16859	4	1
16859	33	5	1
33	17651	4	1
17651	33	5	1
34	5179	0	1
5179	34	1	1
34	9588	2	1
9588	34	3	1
34	10538	2	1
10538	34	3	1
34	8588	2	1
8588	34	3	1
34	18780	4	1
18780	34	5	1
34	13535	4	1
13535	34	5	1
34	18815	4	1
18815	34	5	1
34	16673	4	1
16673	34	5	1
34	19510	4	1
19510	34	5	1
35	5374	0	1
5374	35	1	1
35	12773	2	1
12773	35	3	1
35	13156	2	1
13156	35	3	1
35	12549	2	1
12549	35	3	1
35	21075	4	1
21075	35	5	1
35	16316	4	1
16316	35	5	1
35	21373	4	1
21373	35	5	1
35	17738	4	1
17738	35	5	1
35	19068	4	1
19068	35	5	1
36	6457	0	1
6457	36	1	1
36	9406	2	1
9406	36	3	1
36	10582	2	1
10582	36	3	1
36	12054	2	1
12054	36	3	1
36	18894	4	1
18894	36	5	1
36	17703	4	1
17703	36	5	1
36	14494	4	1
14494	36	5	1
36	19627	4	1
19627	36	5	1
36	17183	4	1
17183	36	5	1
37	6457	0	1
6457	37	1	1
37	7940	2	1
7940	37	3	1
37	12713	2	1
12713	37	3	1
37	10538	2	1
10538	37	3	1
37	14712	4	1
14712	37	5	1
37	21290	4	1
21290	37	5	1
37	17462	4	1
17462	37	5	1
37	20838	4	1
20838	37	5	1
37	17663	4	1
17663	37	5	1
38	6952	0	1
6952	38	1	1
38	12999	2	1
12999	38	3	1
38	11481	2	1
11481	38	3	1
38	9762	2	1
9762	38	3	1
38	21168	4	1
21168	38	5	1
38	17323	4	1
17323	38	5	1
38	17288	4	1
17288	38	5	1
38	16528	4	1
16528	38	5	1
38	18617	4	1
18617	38	5	1
39	6358	0	1
6358	39	1	1
39	9067	2	1
9067	39	3	1
39	7622	2	1
7622	39	3	1
39	7802	2	1
7802	39	3	1
39	21221	4	1
21221	39	5	1
39	19888	4	1
19888	39	5	1
39	17510	4	1
17510	39	5	1
39	21102	4	1
21102	39	5	1
39	18575	4	1
18575	39	5	1
40	6130	0	1
6130	40	1	1
40	9920	2	1
9920	40	3	1
40	11742	2	1
11742	40	3	1
40	9761	2	1
9761	40	3	1
40	15886	4	1
15886	40	5	1
40	14593	4	1
14593	40	5	1
40	17779	4	1
17779	40	5	1
40	16693	4	1
16693	40	5	1
40	14829	4	1
14829	40	5	1
41	6047	0	1
6047	41	1	1
41	10117	2	1
10117	41	3	1
41	12970	2	1
12970	41	3	1
41	8958	2	1
8958	41	3	1
41	17309	4	1
17309	41	5	1
41	15939	4	1
15939	41	5	1
41	18669	4	1
18669	41	5	1
41	17072	4	1
17072	41	5	1
41	18014	4	1
18014	41	5	1
42	6400	0	1
6400	42	1	1
42	12401	2	1
12401	42	3	1
42	12925	2	1
12925	42	3	1
42	12863	2	1
12863	42	3	1
42	14822	4	1
14822	42	5	1
42	15977	4	1
15977	42	5	1
42	19402	4	1
19402	42	5	1
42	17370	4	1
17370	42	5	1
42	19395	4	1
19395	42	5	1
43	6285	0	1
6285	43	1	1
43	13064	2	1
13064	43	3	1
43	10210	2	1
10210	43	3	1
43	8873	2	1
8873	43	3	1
43	14421	4	1
14421	43	5	1
43	18157	4	1
18157	43	5	1
43	16693	4	1
16693	43	5	1
43	17523	4	1
17523	43	5	1
43	16101	4	1
16101	43	5	1
44	6443	0	1
6443	44	1	1
44	8354	2	1
8354	44	3	1
44	8108	2	1
8108	44	3	1
44	8479	2	1
8479	44	3	1
44	15369	4	1
15369	44	5	1
44	20453	4	1
20453	44	5	1
44	14494	4	1
14494	44	5	1
44	14036	4	1
14036	44	5	1
44	18400	4	1
18400	44	5	1
45	5878	0	1
5878	45	1	1
45	9866	2	1
9866	45	3	1
45	11877	2	1
11877	45	3	1
45	13239	2	1
13239	45	3	1
45	20924	4	1
20924	45	5	1
45	15887	4	1
15887	45	5	1
45	21070	4	1
21070	45	5	1
45	16721	4	1
16721	45	5	1
45	15565	4	1
15565	45	5	1
46	6354	0	1
6354	46	1	1
46	11915	2	1
11915	46	3	1
46	7999	2	1
7999	46	3	1
46	11502	2	1
11502	46	3	1
46	19324	4	1
19324	46	5	1
46	17868	4	1
17868	46	5	1
46	13828	4	1
13828	46	5	1
46	20957	4	1
20957	46	5	1
46	18878	4	1
18878	46	5	1
47	5209	0	1
5209	47	1	1
47	9968	2	1
9968	47	3	1
47	11919	2	1
11919	47	3	1
47	9588	2	1
9588	47	3	1
47	18351	4	1
18351	47	5	1
47	19861	4	1
19861	47	5	1
47	18477	4	1
18477	47	5	1
47	16032	4	1
16032	47	5	1
47	20636	4	1
20636	47	5	1
48	5825	0	1
5825	48	1	1
48	7863	2	1
7863	48	3	1
48	8093	2	1
8093	48	3	1
48	11698	2	1
11698	48	3	1
48	17217	4	1
17217	48	5	1
48	18975	4	1
18975	48	5	1
48	17109	4	1
17109	48	5	1
48	14195	4	1
14195	48	5	1
48	18445	4	1
18445	48	5	1
49	5209	0	1
5209	49	1	1
49	8962	2	1
8962	49	3	1
49	9164	2	1
9164	49	3	1
49	12050	2	1
12050	49	3	1
49	18845	4	1
18845	49	5	1
49	20454	4	1
20454	49	5	1
49	20701	4	1
20701	49	5	1
49	16684	4	1
16684	49	5	1
49	20095	4	1
20095	49	5	1
50	5102	0	1
5102	50	1	1
50	10797	2	1
10797	50	3	1
50	9016	2	1
9016	50	3	1
50	12771	2	1
12771	50	3	1
50	21196	4	1
21196	50	5	1
50	19604	4	1
19604	50	5	1
50	19954	4	1
19954	50	5	1
50	17901	4	1
17901	50	5	1
50	15640	4	1
15640	50	5	1
51	6539	0	1
6539	51	1	1
51	9727	2	1
9727	51	3	1
51	12157	2	1
12157	51	3	1
51	12103	2	1
12103	51	3	1
51	17754	4	1
17754	51	5	1
51	16023	4	1
16023	51	5	1
51	20701	4	1
20701	51	5	1
51	14546	4	1
14546	51	5	1
51	20095	4	1
20095	51	5	1
52	5742	0	1
5742	52	1	1
52	8256	2	1
8256	52	3	1
52	8442	2	1
8442	52	3	1
52	10718	2	1
10718	52	3	1
52	21304	4	1
21304	52	5	1
52	20141	4	1
20141	52	5	1
52	20839	4	1
20839	52	5	1
52	15009	4	1
15009	52	5	1
52	16763	4	1
16763	52	5	1
53	6457	0	1
6457	53	1	1
53	9406	2	1
9406	53	3	1
53	10813	2	1
10813	53	3	1
53	10582	2	1
10582	53	3	1
53	18894	4	1
18894	53	5	1
53	17703	4	1
17703	53	5	1
53	14139	4	1
14139	53	5	1
53	15159	4	1
15159	53	5	1
53	14556	4	1
14556	53	5	1
54	7085	0	1
7085	54	1	1
54	9502	2	1
9502	54	3	1
54	12087	2	1
12087	54	3	1
54	10052	2	1
10052	54	3	1
54	17306	4	1
17306	54	5	1
54	16546	4	1
16546	54	5	1
54	20440	4	1
20440	54	5	1
54	19145	4	1
19145	54	5	1
54	18579	4	1
18579	54	5	1
55	6725	0	1
6725	55	1	1
55	7327	2	1
7327	55	3	1
55	9687	2	1
9687	55	3	1
55	11947	2	1
11947	55	3	1
55	16102	4	1
16102	55	5	1
55	18970	4	1
18970	55	5	1
55	14541	4	1
14541	55	5	1
55	18966	4	1
18966	55	5	1
55	19235	4	1
19235	55	5	1
56	6374	0	1
6374	56	1	1
56	10531	2	1
10531	56	3	1
56	10210	2	1
10210	56	3	1
56	10378	2	1
10378	56	3	1
56	16208	4	1
16208	56	5	1
56	17498	4	1
17498	56	5	1
56	15058	4	1
15058	56	5	1
56	20095	4	1
20095	56	5	1
56	14912	4	1
14912	56	5	1
57	6166	0	1
6166	57	1	1
57	12703	2	1
12703	57	3	1
57	11313	2	1
11313	57	3	1
57	10978	2	1
10978	57	3	1
57	16795	4	1
16795	57	5	1
57	13826	4	1
13826	57	5	1
57	14671	4	1
14671	57	5	1
57	14909	4	1
14909	57	5	1
57	17002	4	1
17002	57	5	1
58	5029	0	1
5029	58	1	1
58	10210	2	1
10210	58	3	1
58	9258	2	1
9258	58	3	1
58	9926	2	1
9926	58	3	1
58	13536	4	1
13536	58	5	1
58	16473	4	1
16473	58	5	1
58	21387	4	1
21387	58	5	1
58	16763	4	1
16763	58	5	1
58	19980	4	1
19980	58	5	1
59	5179	0	1
5179	59	1	1
59	13163	2	1
13163	59	3	1
59	8581	2	1
8581	59	3	1
59	11713	2	1
11713	59	3	1
59	17894	4	1
17894	59	5	1
59	16891	4	1
16891	59	5	1
59	20849	4	1
20849	59	5	1
59	20467	4	1
20467	59	5	1
59	21066	4	1
21066	59	5	1
60	6901	0	1
6901	60	1	1
60	11731	2	1
11731	60	3	1
60	10827	2	1
10827	60	3	1
60	13070	2	1
13070	60	3	1
60	17669	4	1
17669	60	5	1
60	16025	4	1
16025	60	5	1
60	20723	4	1
20723	60	5	1
60	17230	4	1
17230	60	5	1
60	17237	4	1
17237	60	5	1
61	6882	0	1
6882	61	1	1
61	12290	2	1
12290	61	3	1
61	8466	2	1
8466	61	3	1
61	9310	2	1
9310	61	3	1
61	13559	4	1
13559	61	5	1
61	19705	4	1
19705	61	5	1
61	15287	4	1
15287	61	5	1
61	15393	4	1
15393	61	5	1
61	16012	4	1
16012	61	5	1
62	6261	0	1
6261	62	1	1
62	8238	2	1
8238	62	3	1
62	11481	2	1
11481	62	3	1
62	8964	2	1
8964	62	3	1
62	16040	4	1
16040	62	5	1
62	13498	4	1
13498	62	5	1
62	14343	4	1
14343	62	5	1
62	14671	4	1
14671	62	5	1
62	19195	4	1
19195	62	5	1
63	5479	0	1
5479	63	1	1
63	8376	2	1
8376	63	3	1
63	7490	2	1
7490	63	3	1
63	8198	2	1
8198	63	3	1
63	18886	4	1
18886	63	5	1
63	15913	4	1
15913	63	5	1
63	16380	4	1
16380	63	5	1
63	21312	4	1
21312	63	5	1
63	17878	4	1
17878	63	5	1
64	5014	0	1
5014	64	1	1
64	10052	2	1
10052	64	3	1
64	10639	2	1
10639	64	3	1
64	12604	2	1
12604	64	3	1
64	15797	4	1
15797	64	5	1
64	14288	4	1
14288	64	5	1
64	17323	4	1
17323	64	5	1
64	16481	4	1
16481	64	5	1
64	19722	4	1
19722	64	5	1
65	5209	0	1
5209	65	1	1
65	9968	2	1
9968	65	3	1
65	11366	2	1
11366	65	3	1
65	13152	2	1
13152	65	3	1
65	13535	4	1
13535	65	5	1
65	13689	4	1
13689	65	5	1
65	18011	4	1
18011	65	5	1
65	19510	4	1
19510	65	5	1
65	14458	4	1
14458	65	5	1
66	5303	0	1
5303	66	1	1
66	8354	2	1
8354	66	3	1
66	9522	2	1
9522	66	3	1
66	11538	2	1
11538	66	3	1
66	18466	4	1
18466	66	5	1
66	14856	4	1
14856	66	5	1
66	20157	4	1
20157	66	5	1
66	16721	4	1
16721	66	5	1
66	14929	4	1
14929	66	5	1
67	6692	0	1
6692	67	1	1
67	10210	2	1
10210	67	3	1
67	8781	2	1
8781	67	3	1
67	10003	2	1
10003	67	3	1
67	19859	4	1
19859	67	5	1
67	17919	4	1
17919	67	5	1
67	19088	4	1
19088	67	5	1
67	17548	4	1
17548	67	5	1
67	18487	4	1
18487	67	5	1
68	6838	0	1
6838	68	1	1
68	7590	2	1
7590	68	3	1
68	12046	2	1
12046	68	3	1
68	12753	2	1
12753	68	3	1
68	19601	4	1
19601	68	5	1
68	19796	4	1
19796	68	5	1
68	16925	4	1
16925	68	5	1
68	20454	4	1
20454	68	5	1
68	17451	4	1
17451	68	5	1
69	6085	0	1
6085	69	1	1
69	12245	2	1
12245	69	3	1
69	9920	2	1
9920	69	3	1
69	10239	2	1
10239	69	3	1
69	14960	4	1
14960	69	5	1
69	18696	4	1
18696	69	5	1
69	14138	4	1
14138	69	5	1
69	14467	4	1
14467	69	5	1
69	18310	4	1
18310	69	5	1
70	6405	0	1
6405	70	1	1
70	8315	2	1
8315	70	3	1
70	8390	2	1
8390	70	3	1
70	12087	2	1
12087	70	3	1
70	20005	4	1
20005	70	5	1
70	16712	4	1
16712	70	5	1
70	14517	4	1
14517	70	5	1
70	19069	4	1
19069	70	5	1
70	17916	4	1
17916	70	5	1
71	5099	0	1
5099	71	1	1
71	13314	2	1
13314	71	3	1
71	12425	2	1
12425	71	3	1
71	7804	2	1
7804	71	3	1
71	15481	4	1
15481	71	5	1
71	13596	4	1
13596	71	5	1
71	14138	4	1
14138	71	5	1
71	19069	4	1
19069	71	5	1
71	13815	4	1
13815	71	5	1
72	6835	0	1
6835	72	1	1
72	10038	2	1
10038	72	3	1
72	8028	2	1
8028	72	3	1
72	12385	2	1
12385	72	3	1
72	21004	4	1
21004	72	5	1
72	17670	4	1
17670	72	5	1
72	18810	4	1
18810	72	5	1
72	15151	4	1
15151	72	5	1
72	17276	4	1
17276	72	5	1
73	5421	0	1
5421	73	1	1
73	13314	2	1
13314	73	3	1
73	12281	2	1
12281	73	3	1
73	9620	2	1
9620	73	3	1
73	18466	4	1
18466	73	5	1
73	13498	4	1
13498	73	5	1
73	18015	4	1
18015	73	5	1
73	19748	4	1
19748	73	5	1
73	18161	4	1
18161	73	5	1
74	7191	0	1
7191	74	1	1
74	10069	2	1
10069	74	3	1
74	11538	2	1
11538	74	3	1
74	12775	2	1
12775	74	3	1
74	17669	4	1
17669	74	5	1
74	21042	4	1
21042	74	5	1
74	18624	4	1
18624	74	5	1
74	18782	4	1
18782	74	5	1
74	13880	4	1
13880	74	5	1
75	5529	0	1
5529	75	1	1
75	13055	2	1
13055	75	3	1
75	10708	2	1
10708	75	3	1
75	11695	2	1
11695	75	3	1
75	19601	4	1
19601	75	5	1
75	20558	4	1
20558	75	5	1
75	15808	4	1
15808	75	5	1
75	21365	4	1
21365	75	5	1
75	16615	4	1
16615	75	5	1
76	6228	0	1
6228	76	1	1
76	9914	2	1
9914	76	3	1
76	12189	2	1
12189	76	3	1
76	13420	2	1
13420	76	3	1
76	20453	4	1
20453	76	5	1
76	16167	4	1
16167	76	5	1
76	20432	4	1
20432	76	5	1
76	20700	4	1
20700	76	5	1
76	19940	4	1
19940	76	5	1
77	7055	0	1
7055	77	1	1
77	10294	2	1
10294	77	3	1
77	8798	2	1
8798	77	3	1
77	10789	2	1
10789	77	3	1
77	18259	4	1
18259	77	5	1
77	14605	4	1
14605	77	5	1
77	17943	4	1
17943	77	5	1
77	17916	4	1
17916	77	5	1
77	17224	4	1
17224	77	5	1
78	6692	0	1
6692	78	1	1
78	7590	2	1
7590	78	3	1
78	11489	2	1
11489	78	3	1
78	11981	2	1
11981	78	3	1
78	16210	4	1
16210	78	5	1
78	17869	4	1
17869	78	5	1
78	14398	4	1
14398	78	5	1
78	20556	4	1
20556	78	5	1
78	16901	4	1
16901	78	5	1
79	6085	0	1
6085	79	1	1
79	12518	2	1
12518	79	3	1
79	7921	2	1
7921	79	3	1
79	9299	2	1
9299	79	3	1
79	15154	4	1
15154	79	5	1
79	16380	4	1
16380	79	5	1
79	14224	4	1
14224	79	5	1
79	20759	4	1
20759	79	5	1
79	15198	4	1
15198	79	5	1
80	6085	0	1
6085	80	1	1
80	12245	2	1
12245	80	3	1
80	12518	2	1
12518	80	3	1
80	10239	2	1
10239	80	3	1
80	13473	4	1
13473	80	5	1
80	18967	4	1
18967	80	5	1
80	19424	4	1
19424	80	5	1
80	21070	4	1
21070	80	5	1
80	17397	4	1
17397	80	5	1
81	6921	0	1
6921	81	1	1
81	8330	2	1
8330	81	3	1
81	10664	2	1
10664	81	3	1
81	12430	2	1
12430	81	3	1
81	17038	4	1
17038	81	5	1
81	19366	4	1
19366	81	5	1
81	17323	4	1
17323	81	5	1
81	19225	4	1
19225	81	5	1
81	13566	4	1
13566	81	5	1
82	6878	0	1
6878	82	1	1
82	7654	2	1
7654	82	3	1
82	12613	2	1
12613	82	3	1
82	12439	2	1
12439	82	3	1
82	18385	4	1
18385	82	5	1
82	19316	4	1
19316	82	5	1
82	17363	4	1
17363	82	5	1
82	20701	4	1
20701	82	5	1
82	21115	4	1
21115	82	5	1
83	6425	0	1
6425	83	1	1
83	9310	2	1
9310	83	3	1
83	10346	2	1
10346	83	3	1
83	10653	2	1
10653	83	3	1
83	19833	4	1
19833	83	5	1
83	21215	4	1
21215	83	5	1
83	16144	4	1
16144	83	5	1
83	13993	4	1
13993	83	5	1
83	13826	4	1
13826	83	5	1
84	6902	0	1
6902	84	1	1
84	12885	2	1
12885	84	3	1
84	7515	2	1
7515	84	3	1
84	7941	2	1
7941	84	3	1
84	18572	4	1
18572	84	5	1
84	21188	4	1
21188	84	5	1
84	17700	4	1
17700	84	5	1
84	15818	4	1
15818	84	5	1
84	17370	4	1
17370	84	5	1
85	5219	0	1
5219	85	1	1
85	10503	2	1
10503	85	3	1
85	8191	2	1
8191	85	3	1
85	10076	2	1
10076	85	3	1
85	16040	4	1
16040	85	5	1
85	18866	4	1
18866	85	5	1
85	14590	4	1
14590	85	5	1
85	19806	4	1
19806	85	5	1
85	20511	4	1
20511	85	5	1
86	5063	0	1
5063	86	1	1
86	12518	2	1
12518	86	3	1
86	8327	2	1
8327	86	3	1
86	9518	2	1
9518	86	3	1
86	18669	4	1
18669	86	5	1
86	16816	4	1
16816	86	5	1
86	19543	4	1
19543	86	5	1
86	19075	4	1
19075	86	5	1
86	18649	4	1
18649	86	5	1
87	6537	0	1
