891	Harry C. Reinstein	0	2
3501	David E. Bakkom	0	0
445	Hubie Chen	0	2
1726	Don S. Batory	0	0
1135	Shu Lin	0	0
1835	Shuzo Yajima	0	0
139	Ming Yang	0	1
1261	Kyoung-Soo Han	0	3
3051	Paul E. Stolorz	0	1
3318	Thomas Finley	0	2
562	Stephen Fickas	0	2
3290	Ardian Kristanto Poernomo	0	1
273	Alon Altman	0	2
1969	Gregory C. Sharp	0	1
2190	Joshua Alspector	0	3
608	Naftali Tishby	0	2
2129	Xiaoyang Sean Wang	0	0
3533	Greg Ridgeway	0	1
578	Marc Friedman	0	0
3076	Peter Willett	0	3
2107	Joachim Quantz	0	2
3080	Mert Bay	0	3
1783	Chen Wang	0	1
2743	Gary W. Smith	0	0
1102	Martin Henz	0	2
390	Andrew W. Moore	0	2
1453	M. V. Ramakrishna	0	0
3329	Choon Hui Teo	0	2
1249	Hiroshi Nakagawa	0	3
2597	Kathleen Fisher	0	0
1909	Edward Cutrell	0	3
3906	Tom Barclay	0	0
833	Ramesh S. Patil	0	2
259	Eunok Paek	0	2
623	Lyle H. Ungar	0	1
1078	Yangqing Jia	0	2
3467	Diane Tang	0	1
428	Sandra Carberry	0	3
3018	Patrick C. Fischer	0	0
674	Nathanael Hyafil	0	2
3649	Aaron Watters	0	0
1660	Hong Cheng	0	1
2011	Peter Peinl	0	0
903	M. David Sadek	0	2
1445	Danilo Montesi	0	0
2545	Guy De Pauw	0	2
4046	Yoshiki Fukui	0	0
2604	Sibel Adali	0	0
1624	Elmar Eder	0	2
276	Diego Calvanese	0	0
3577	Derek A. Robinson	0	1
63	Nick Cercone	0	1
2863	Jan Paredis	0	2
2441	Stephen Robertson	0	3
1532	Douglas R. Smith	0	2
832	Casimir A. Kulikowski	0	2
1741	Arjen P. de Vries	0	3
3568	Uri Eick	0	1
802	Thomas F. McDougal	0	2
1776	Alexey Pryakhin	0	1
2070	Mechtild Wallrath	0	0
466	Niall M. Adams	0	1
3812	Diane C. Pirog Smith	0	3
3468	Frank R. Safayeni	0	3
1279	Peter Bodorik	0	0
1345	Jon A. Solworth	0	0
452	Fumihiko Chimura	0	2
3291	Richard A. Harshman	0	3
2546	Teiji Furugori	0	2
3570	Nandini Raghavan	0	1
3661	Justin Talbot	0	3
3720	Valerie Florance	0	3
885	Michael Redmond	0	2
4001	Kevin Fitzgerald	0	0
117	Ching-Chi Hsu	0	1
2492	Mathew J. Palakal	0	2
2489	Mohammed Belkhatir	0	3
2034	Sergei O. Kuznetsov	0	1
2377	John Light	0	3
2690	Congjun Yang	0	0
2548	Peter Ingwersen	0	3
1224	Myung-Gil Jang	0	3
334	William Bain	0	2
19	Alex Pentland	0	2
892	Kent Wittenburg	0	2
2602	Alexander Tuzhilin	0	1
1466	Katia Obraczka	0	3
3761	Kinshuman	0	3
694	Christopher G. Chute	0	3
767	Anthony Stentz	0	2
11	Steven Feiner	0	2
1210	Hongyan Jing	0	3
2310	Doron Rotem	0	0
1710	Endre Boros	0	3
1421	Volker Linnemann	0	0
75	David C. Parkes	0	2
2921	Yanzan Zhou	0	1
2634	Huaming Liao	0	0
1026	Matthew Kitching	0	2
3586	Soon Hock William Tay	0	1
3602	Jerome Friedman	0	2
3481	Douglas Turnbull	0	3
2245	Hari Balakrishnan	0	0
1301	Yiu-Kai Ng	0	1
2605	Andreas Koeller	0	0
556	Edward A. Feigenbaum	0	2
586	Thomas Y. Galloway	0	2
180	B. Prabhakaran	0	1
653	Jeff Rickel	0	2
2262	Yanif Ahmad	0	0
3057	Janjao Sutiwaraphun	0	1
3419	D. McDonald	0	2
3730	Kazuhiko Niimi	0	3
1192	Kemal Oflazer	0	0
1315	Richard J. Reid	0	2
2698	Xiang Lian	0	1
2760	Catherine Moulinoux	0	3
3343	Alistair McLean	0	3
3256	Khaled M. Hammouda	0	1
2237	Ander de Keijzer	0	0
1304	Margaret H. Eich	0	0
2969	Thomas Behr	0	0
2986	Ping Sun	0	1
464	Martin Rajman	0	3
393	Eric Bloedorn	0	1
70	Ying Chen	0	0
3878	Xiaojun Quan	0	3
15	Benjamin Bustos	0	0
572	Charles Forgy	0	2
537	Ethan A. Scarl	0	2
3488	M. Muralikrishna	0	0
3772	R. Panero	0	3
1533	Michael R. Lyu	0	3
2417	Michail Vlachos	0	1
1474	Terence R. Smith	0	0
408	Gerhard Brewka	0	2
1207	Jimmy J. Lin	0	3
2938	Kriengkrai Porkaew	0	1
1637	Hai Wang	0	1
1450	Oded Shmueli	0	0
1432	Sang-Wook Kim	0	1
2247	Xin Luna Dong	0	0
226	Anuradha Bhamidipaty	0	1
1996	Liviu Badea	0	2
1965	Wen-Te K. Lin	0	0
1420	Anastasios Gounaris	0	0
2924	Jerry Kiernan	0	0
1991	Yu He	0	1
2385	Claudia Pearce	0	3
736	V. Nageshwara Rao	0	2
201	Mokrane Bouzeghoub	0	0
1573	Cory J. Butz	0	1
3133	Amit Chandel	0	0
1950	Marie-France Bruandet	0	3
1704	Jun Tani	0	2
2898	Dietrich Wettschereck	0	1
1107	Mark Austin	0	2
1270	Ryan McDonald	0	3
3231	Edison Ting	0	0
1687	Mark Last	0	1
1364	Ravi Krishnamurthy	0	0
1318	John Tolle	0	3
1585	Colin Fyfe	0	1
2447	Zhaohui Zheng	0	3
1800	S. Muthukrishnan	0	0
2438	Mark Baillie	0	3
3092	David Rozenshtein	0	0
2128	Stavros Christodoulakis	0	0
3902	J. Richard Swenson	0	0
3017	Bernhard Convent	0	0
1781	Soong Chang	0	1
713	Martha Stone Palmer	0	2
923	Young-In Shin	0	2
181	Wei Su	0	1
2510	Dagobert Soergel	0	3
782	Marc Luria	0	2
7	Djemel Ziou	0	2
1187	Thorsten Brants	0	3
3109	Jin H. Kim	0	2
2937	Iosif Lazaridis	0	0
1923	Omar Benjelloun	0	0
1556	Giuseppe Manco	0	1
3823	Ryan Schultz	0	3
1051	Andrei Tamilin	0	2
469	Dennis DeCoste	0	1
3718	Joel L. Fagan	0	3
1284	Soon Myoung Chung	0	1
231	Lotfi Ben Romdhane	0	2
1369	Masatoshi Yoshikawa	0	0
1999	Hans-Werner Six	0	0
2823	Xiaoshu Hang	0	1
3070	Pamela K. Fink	0	2
3663	Spyridon Braoudakis	0	0
2711	Choh-Man Teng	0	1
739	P. Pandurang Nayak	0	2
2156	Weiye Zhang	0	0
1620	Zhiyong Huang	0	0
4006	H. G. Heard	0	0
3332	Lian Yan	0	1
122	Yoichi Shinoda	0	3
3600	Susan Ditmore	0	1
2476	Xiaoxin Yin	0	1
3475	Olivier Saidi	0	1
995	Richard J. Wood	0	2
2306	Christine T. Cheng	0	3
994	Andrew G. Barto	0	2
3534	Hank Hoek	0	1
340	Nadya Belov	0	2
1952	Christine Parent	0	0
2621	Dechang Chen	0	1
3334	Junshui Ma	0	1
1520	Abdullah Uz Tansel	0	0
724	Mieczyslaw M. Kokar	0	2
1998	Norbert Eisinger	0	2
1785	Richard F. Helm	0	1
928	Richard Segal	0	2
475	Daniel D. Suthers	0	2
2269	Cheng-Yue Chang	0	1
1227	Valentin Jijkoun	0	3
2226	Aya Soffer	0	3
3626	Jefferson Heard	0	3
2394	Richard Relue	0	1
907	David Rosenthal	0	2
766	Zheng-Yang Liu	0	2
2194	Marc Toussaint	0	2
3926	Mark N. Haynie	0	0
1795	Eric G. Manning	0	0
2185	Ting Yu	0	0
1494	Aidong Zhang	0	1
2810	Fabien Feschet	0	1
2741	T. Lougenia Anderson	0	0
2958	James F. Cunningham	0	3
531	Shahid Jabbar	0	2
2778	Martin Choquette	0	3
4050	Neal Palmer	0	0
699	Olivier Lhomme	0	2
2393	Arun Iyengar	0	3
904	Leonard P. Wesley	0	2
3921	Douglas N. Gordin	0	0
3351	Dan Sommerfield	0	1
3743	Austin Foxley	0	3
3145	Pamela D. Fisher	0	0
3998	G. Dathe	0	0
1246	Gideon S. Mann	0	2
2463	Rifat Ozcan	0	3
1381	Sotiris Brakatsoulas	0	0
1619	William Rodman Shankle	0	1
667	Ramakant Nevatia	0	2
1016	Daniel Golovin	0	2
1448	Noureddine Mouaddib	0	0
3309	Bob Horst	0	0
156	Ying Li	0	1
3026	Tae-Wan Ryu	0	1
3279	Miao Wen	0	3
3414	G. S. Lbov	0	2
3943	Reed M. Meseck	0	0
2355	Luo Si	0	3
1802	Anthony Cox	0	3
3088	Tetsuro Ito	0	3
725	Terry E. Weymouth	0	2
3238	Yuanyuan Tian	0	1
1699	Giuseppe Di Battista	0	0
888	Harry Zhang	0	2
1773	Jianping Zhang	0	1
2878	T. W. C. Huibers	0	3
47	James A. Hendler	0	2
729	Paul A. Viola	0	2
2298	Mark Sanderson	0	3
1548	Sergio Greco	0	0
420	David C. Wilkins	0	2
1484	Boris Chidlovskii	0	1
3400	C. C. Geschke	0	2
1866	Yohei Seki	0	3
2835	Wagner Truppel	0	1
3648	Anguel Novoselsky	0	0
2588	Ching Kian Wong	0	1
3863	Luca Ghilardi	0	3
2952	Valter Crescenzi	0	3
3774	Melanie J. Martin	0	3
3522	Michael Cavaretta	0	1
3335	Dijun Luo	0	1
1272	Chang Liu	0	3
1252	Patrick Pantel	0	3
3474	Jiang Bian	0	3
4051	P. Cotton	0	0
1762	Richard J. Lipton	0	0
251	Panos K. Chrysanthis	0	0
3826	Charles McClellan	0	3
2429	Yangbo Zhu	0	3
1591	Wolfgang Womann	0	2
140	Chin-Chen Chang	0	0
1103	Eytan Adar	0	3
147	Yan Liu	0	3
1108	Morteza Dehghani	0	2
1253	Terry Regier	0	2
0	David Hogg	0	2
4042	Lucia C. Sekino	0	0
942	Paul Smolensky	0	2
379	Gregg Collins	0	2
2696	Xia Lin	0	3
2956	Todd J. Green	0	0
1761	Norman Matloff	0	1
3977	J. Y. Caleca	0	0
141	Baile Shi	0	1
1564	John Dunnion	0	3
2784	Kazuo Goda	0	3
2098	Andrew J. Palay	0	3
797	Gregory Druck	0	2
3120	Rob Bell	0	0
3804	Marden S. Neubert	0	3
1847	Thomas Linke	0	2
3022	Shinsei Tazawa	0	0
3528	Ryohei Fujimaki	0	1
2061	Angelika Kotz Dittrich	0	0
526	Gavan Duffy	0	2
1356	Heinrich Jasper	0	0
102	Miroslaw Truszczynski	0	2
1385	Yoshitsugu Kakemoto	0	1
2808	Yannis Velegrakis	0	0
3758	Sylvie Laine	0	3
2209	Mor Naaman	0	3
1414	Christos Doulkeridis	0	0
2740	Jacob Stein	0	0
3053	Amar Gupta	0	1
1787	Russell C. Swan	0	3
2767	Christopher Wood	0	0
155	Xiaokui Xiao	0	0
2642	Dmitry Pavlov	0	1
1007	Nevin Lianwen Zhang	0	2
1672	Benyu Zhang	0	3
3829	Michael A. S. Potts	0	3
2044	Hua Zhu	0	1
539	Eithan Ephrati	0	2
1166	H. Jaap van den Herik	0	2
1506	Maojin Jiang	0	3
3196	B. K. Mohan	0	0
569	Daniel Lemire	0	2
2534	Fionn Murtagh	0	1
2627	Yuan-Kai Wang	0	3
3937	Ashok Joshi	0	0
1691	Louise A. Dennis	0	2
3045	Michael McQuaid	0	3
20	Wei Zhang	0	3
3729	Chandu Karadi	0	3
1775	K. Lam	0	0
4032	Kenneth Omahen	0	0
719	Pragnesh Jay Modi	0	2
648	Federico Heras	0	2
1142	David Harel	0	0
779	Kian Hsiang Low	0	2
2353	David D. Lewis	0	3
3803	Encarnacion Rancitelli	0	3
3487	Rajiv Jauhari	0	0
3055	Haimonti Dutta	0	1
203	W. A. Gray	0	0
1343	Chinya V. Ravishankar	0	0
1642	Marco Brambilla	0	0
3624	Philip C. Woodland	0	3
2833	Xiaohong Wang	0	1
2544	Gerhard Th. Niedermair	0	3
2650	Fubito Toyama	0	2
3504	Naval K. Verma	0	1
3652	Ashish Kumar Gupta	0	0
370	Mehdi T. Harandi	0	2
1910	Jean-Luc Hainaut	0	0
950	Boris Katz	0	3
905	Mehran Sahami	0	2
1416	Jef Wijsen	0	1
3027	Gael N. Buckley	0	0
2391	Daniel Tam	0	3
1594	Manfred Kerber	0	2
967	Rudolph Triebel	0	2
2631	Natalie S. Glance	0	1
436	Xiaoyong Chai	0	2
768	Wynne Hsu	0	1
2570	Gary Hallmark	0	0
3721	Gary L. Nunn	0	3
3858	Samaresh Maiti	0	3
12	Hongtao Xu	0	3
1865	Siobhan Devlin	0	3
2551	Diane H. Sonnenwald	0	3
3195	P. Venkatachalam	0	1
1362	Hongjun Lu	0	0
872	Steven David Prestwich	0	2
2405	Munirathnam Srikanth	0	3
1367	Heiko Schuldt	0	0
2626	Frizo A. L. Janssens	0	1
783	T. Anthony Marsland	0	2
294	Michael J. Maher	0	0
2017	Eveline Hoekx	0	1
477	Tom Costello	0	2
3289	Kazuo Machida	0	1
10	Jake K. Aggarwal	0	2
76	Peter Stone	0	2
745	Wood W. Lee	0	2
1786	Arthur Zimek	0	1
750	Julie Letchner	0	0
1110	Knot Pipatsrisawat	0	2
1332	Hans-Ulrich Heiss	0	0
846	Gayathri Namasivayam	0	2
1927	Claude Delobel	0	0
1897	Long Wang	0	3
1096	Eli Upfal	0	2
1462	William R. Hersh	0	3
1320	Y. Richard Wang	0	0
1426	Jean-Marie Nicolas	0	0
344	Bikramjit Banerjee	0	2
2490	Daniel Heesch	0	3
671	Joelle Pineau	0	2
896	David B. Skalak	0	2
3910	Oddvar Risnes	0	0
2020	Rainer Gemulla	0	0
624	Raymond D. Gumb	0	2
144	Wei Ding	0	1
2830	Shengping Liu	0	3
644	Brian A. Haugh	0	2
2233	Leonard J. Seligman	0	0
1214	Irina Matveeva	0	3
214	Gustavo Alonso	0	0
2047	Christoph Heinz	0	0
2348	Ming-Jyh Hsieh	0	1
2466	Pawel Jurczyk	0	3
293	David Billington	0	2
1990	Jason Tsong-Li Wang	0	1
3861	Xingyao Ye	0	3
1005	Joseph C. Pemberton	0	2
3634	Mark Little	0	0
596	Yuliya Lierler	0	2
43	Brian Logan	0	2
910	Tian Sang	0	2
2131	Jari Veijalainen	0	0
3388	Francis C. Chu	0	2
374	Amitava Bagchi	0	2
3320	Michael Hay	0	1
1675	Ming-Hung Hsu	0	3
1201	Kenji Ono	0	3
1583	Mitsuru Ikeda	0	2
669	John E. Laird	0	2
790	Nobuyuki Otsu	0	2
1750	Douglas R. Cutting	0	3
1065	Wen-Lian Hsu	0	3
3324	Jason D. M. Rennie	0	3
3672	Avi Arampatzis	0	3
2139	Toby J. Teorey	0	0
1655	Denise Draper	0	0
3746	Anne Ruas	0	3
2142	Susan Elliott Sim	0	3
1143	Hartmut Ehrig	0	0
3536	Gerald Fahner	0	1
2253	Ravishankar Ramamurthy	0	0
9	Jens Gregor	0	1
968	Mabry Tyson	0	2
3553	Chenghui Li	0	1
2275	Ahmed K. Elmagarmid	0	0
1330	Soumyadeb Mitra	0	0
3184	Arun Ramanujapuram	0	1
3031	Philip J. Harding	0	0
656	Alan Holland	0	2
3961	Joshua Spiegel	0	0
1123	Yonatan Aumann	0	1
3114	Robert B. Hagmann	0	0
3541	Hoi-Yee Hwang	0	1
3581	Young Truong	0	1
2660	David A. Rosenblueth	0	2
3097	Elias Berelian	0	0
746	Sylvian R. Ray	0	2
382	Marc G. Slack	0	2
4021	K. S. Wong	0	0
3710	Raj Das	0	3
2577	Robert G. Tobey	0	3
1122	Hae-Chang Rim	0	3
4009	Kenneth P. Smith	0	0
3224	Robin Dhamankar	0	0
3973	Oscar E. Landes	0	0
3900	John L. Berg	0	0
3580	Philip C. Chew	0	1
1683	Huyen-Trang Vu	0	3
598	Andrew Gelsey	0	2
2840	L. Peter Deutsch	0	2
1258	Dietrich Klakow	0	3
1760	Nancy D. Griffeth	0	0
1230	Haizhou Li	0	3
4025	H. G. Meder	0	0
1322	Peter J. Weinberger	0	0
120	S. Misbah Deen	0	0
103	Andrew Lim	0	2
1000	Li-Yan Yuan	0	0
3171	Michael Watzke	0	0
3453	C. J. Yang	0	2
931	Meinolf Sellmann	0	2
3042	Xavier Soinard	0	3
686	Daniel Boley	0	1
2261	Conor Cunningham	0	0
3751	Toshihiko Nozue	0	3
2410	Yufei Tao	0	0
118	Maria Zemankova	0	0
423	Gerhard Lakemeyer	0	2
